"연번","비상소화장치일련번호","일련번호","X좌표","Y좌표","비상소화장치고유번호","사용구분","삭제여부","업데이트날짜"
"1004","110080390","1346","187504.79291981","550181.51022723","10","52201","N","20231020120003"
"1005","110080401","1355","200475.40456631","553763.91457298","4-54","52201","N","20231112120003"
"1006","110081844","1407","201315.31648774","557964.77336057","412","52205","N","20231112120003"
"1007","110082093","1465","206805.44209768","563541.76454701","2-12","52201","N","20231026120008"
"1008","110082108","1480","196433.17100916","543492.12430635","000154","52201","N","20231118120007"
"1009","110082114","1488","192812.37157634","541769.91206506","000160","52201","N","20231020120003"
"1010","110082123","1497","194118.39210338","542663.53043281","000169","52201","N","20231029120041"
"1011","110081828","1511","200876.49689801","558636.66500357","402","52201","N","20231111120009"
"1012","110082413","1518","209564.17792036","544568.12743587","000010","52201","N","20231111120009"
"1013","110082420","1527","209772.10787173","544935.84136392","000022","52201","N","20231111120009"
"1014","110080420","1369","198637.38286303","551124.22607126","000363","52202","N","20231027120009"
"1015","110081856","1418","201837.61602592","558434.28563159","419","52201","N","20231112120003"
"1016","110082521","1425","208027.71213850","553945.48211218","3-19","52201","N","20231014120003"
"1017","110082531","1434","208675.38784087","555396.48297520","3-12","52201","N","20231030120051"
"1018","110082538","1442","207694.02051885","552989.25825950","2-6","52201","N","20230926120001"
"1019","110081819","1450","203072.12585984","562814.96071528","124","52201","N","20231029120041"
"1020","110082086","1457","207043.67817816","563879.17140404","2-6","52201","N","20231118120007"
"1021","110082298","1377","194732.43142414","541844.79305854","000140","52201","N","20231114120009"
"1022","110082308","1385","194909.75061947","545884.07026928","000085","52201","N","20231031120006"
"1023","110082317","1393","196106.14931079","545838.52988378","000094","52201","N","20231119120004"
"1024","110082324","1400","193934.82984446","543736.58991675","000047","52201","N","20231102120007"
"1025","110082424","0","211703.80820386","544734.31001942","000018","52201","N","20231118120007"
"1026","110081995","54","191597.20412192","540832.04873695","000034","52201","N","20231118120007"
"1027","110081235","147","197891.04951279","550120.22261143","000073","52201","N","20231009120013"
"1028","110081548","193","202561.06963034","553862.39617374","172","52201","N","20231117120006"
"1029","110080616","509","197947.58500913","551075.81543340","000255","52201","N","20231031120006"
"1030","110082140","550","193917.04079653","543776.99980694","000279","52201","N","20231119120004"
"1031","110080999","259","197099.02549006","551106.59656434","000254","52201","N","20230620120008"
"1032","110082556","293","195354.32672729","544298.86979277","000289","52201","N","20231109120021"
"1033","110082580","316","197091.47348591","544922.09346056","000321","52201","N","20231025120007"
"1034","110081761","2015","194391.49354507","549516.33299798","000060","52201","N","20231113120034"
"1035","110080968","2016","200578.68828147","550016.54951207","202","52201","N","20231024120006"
"1036","110080969","2017","201146.87030790","551603.88641211","000203","52201","N","20231027120009"
"1037","110081762","2019","192467.74263267","549463.84980011","000061","52205","N","20231119120004"
"1038","110080971","2020","200943.95601416","551582.47712018","000205","52201","N","20231027120009"
"1039","110081763","2021","194518.08769993","549647.32301657","000062","52201","N","20231113120034"
"1040","110082597","2022","193799.99778359","543933.22752476","000336","52201","N","20231119120004"
"1041","110081764","2024","192983.49428168","549680.86499485","000063","52201","N","20231118120007"
"1042","110081765","2025","195121.49793855","549951.18253374","000064","52201","N","20231111120009"
"1043","110082598","2027","194419.89998097","545402.66975836","000309","52205","N","20231029120041"
"1044","110082601","2029","193695.93731745","544850.23164956","000312","52201","N","20231119120004"
"1045","110082602","2030","194163.27674064","544919.52871692","000313","52201","N","20231030120051"
"1046","110081190","2429","196264.20875185","548851.00177639","000040","52201","N","20231023120005"
"1047","110081191","2430","196167.02452029","548283.14240244","000041","52201","N","20231027120009"
"1048","110081192","2431","197712.86918177","549824.51696255","000042","52201","N","20231009120013"
"1049","110080469","2077","196312.05887894","556924.59923014","5-04","52201","N","20231102120007"
"1050","110080470","2078","197138.20995600","553527.83627115","2-18","52201","N","20231112120003"
"1051","110080471","2079","196971.29680939","553380.31072556","2-15","52201","N","20231112120003"
"1052","110081965","2081","190627.71206776","540738.11960079","000010","52201","N","20231118120007"
"1053","110081966","2083","190913.41415779","542345.68408789","000011","52201","N","20231115120002"
"1054","110080473","2084","197117.64729780","553366.36980150","2-17","52201","N","20231112120003"
"1055","110080425","2085","196265.35692572","551989.02284329","125","52201","N","20231115120002"
"1056","110080474","2086","196071.81894938","551794.20309046","112","52201","N","20231113120034"
"1057","110081860","2087","203067.62429651","557631.72770850","319","52201","N","20231113120034"
"1058","110081801","2244","196617.26401383","549956.65410993","000104","52201","N","20231102120007"
"1059","110082701","2264","185306.38185215","550234.02645351","11","52201","N","20231119120004"
"1060","110084334","0","200535.31461425","552303.09506031","4-53","52201","N","20231027120009"
"1061","110081131","0","205747.03318717","549006.26583918","000090","52201","N","20231022120010"
"1062","110081147","0","198681.81988138","549529.18846318","000116","52201","N","20231027120009"
"1063","110084547","0","200969.31727847","551554.76419689","403","52201","N","20231027120009"
"1064","110084435","0","210451.20098252","541152.40699131","000084","52201","N","20231021120008"
"1065","110082968","0","193697.35953931","549877.94970779","000109","52201","N","20231119120004"
"1066","110083128","0","201974.27930603","555056.89698709","96","52201","N","20231117120006"
"1067","110083208","0","196501.27603032","547197.95946017","000137","52201","N","20231114120009"
"1068","110083820","0","194369.70236252","549597.26026868","000009","52201","N","20231113120034"
"1069","110084248","0","186806.92899638","542496.19815504","000098","52201","N","20231025120007"
"1070","110084069","0","206276.91965429","549526.83064712","000102","52201","N","20231022120010"
"1071","110083224","0","203422.06028108","559888.11100782","135","52201","N","20231025120007"
"1072","110083263","0","193972.97787420","554059.33990904","145","52201","N","20231110120028"
"1073","110083639","0","204840.51390457","548749.87336036","000002","52201","N","20231012120004"
"1074","110084611","0","207555.25441778","540555.38212667","000093","52201","N","20231016120009"
"1075","110083913","0","198534.50652568","553898.90312861","1-28","52201","N","20231103120009"
"1076","110083195","0","197173.18463467","555111.02464241","5-41","52201","N","20231019120009"
"1077","110083331","0","189848.60836211","543201.38864260","000095","52201","N","20231118120007"
"1078","110083121","0","205821.58867092","550148.04971228","000135","52201","N","20231019120009"
"1079","110084246","0","211593.71348532","550883.93278170","000058","52201","N","20231031120006"
"1080","110082263","0","195078.34566304","544929.75442621","000210","52201","N","20231103120009"
"1081","110083819","0","193973.11191842","550538.40769987","000008","52201","N","20231113120034"
"1082","110080249","0","208959.90197854","540944.19968114","000063","52201","N","20231029120041"
"1083","110084431","0","186668.95141824","546219.83371454","057","52201","N","20231012120004"
"1084","110083912","0","198516.53382445","553974.43539576","1-23","52201","N","20231103120009"
"1085","110083113","0","186122.63517189","548471.96770295","41","52201","N","20231014120003"
"1086","110084162","0","204456.03714366","553738.32064448","042(2519)","52201","N","20231119120004"
"1087","110083275","0","191049.82840052","551104.51943072","000031","52201","N","20231110120028"
"1088","110083188","0","188514.96736903","549039.03847522","054","52201","N","20231117120006"
"1089","110081154","0","198012.85157623","550421.63201741","000123","52201","N","20231025120007"
"1090","110081028","0","208521.05515518","550099.00129215","000029","52201","N","20231119120004"
"1091","110081536","0","201506.85639180","553743.24833894","173","52201","N","20231103120009"
"1092","110084430","0","186693.62327947","546584.93918992","056","52201","N","20231012120004"
"1093","110083086","0","186175.37339172","549511.13116819","40","52201","N","20231106120008"
"1094","110085197","0","205939.01987516","555124.80803820","82호","52201","N","20231022120010"
"1095","110081895","0","200988.47129207","559203.95537586","428","52201","N","20231111120009"
"1096","110083953","0","192872.58291371","556612.20540917","87","52201","N","20231031120006"
"1097","110083187","0","188269.79435860","549223.13144740","053","52201","N","20231117120006"
"1098","110084363","0","211540.42809650","551229.67370215","000009","52201","N","20231031120006"
"1099","110083995","0","191834.87549557","551450.75379911","000017","52201","N","20231021120008"
"1100","110084548","0","203819.49938617","553562.74641913","038","52201","N","20231014120003"
"1101","110084434","0","210579.53280651","541031.98868179","000083","52201","N","20231021120008"
"1102","110083978","0","191060.40653332","553783.47197042","89","52201","N","20231101120003"
"1103","110082483","0","208934.37901144","557601.31584326","1-5","52201","N","20231028120004"
"1104","110083219","0","197786.91367464","546748.47131517","000038","52201","N","20231017120007"
"1105","110083323","0","198892.57433061","542121.78427462","000088","52201","N","20231114120009"
"1106","110084598","0","208416.25079671","555222.20387801","3-34","52201","N","20231014120003"
"1107","110080675","0","197074.58755962","551224.36519485","000289","52201","N","20230620120008"
